갈비구이,갈비찜,갈치조림,계란말이,고등어구이,김밥,김치찌개,닭갈비,닭볶음탕,떡볶이,라면,만두,미역국,배추김치,보쌈,불고기,비빔밥,삼겹살,삼계탕,양념치킨,육개장,잡채,제육볶음,족발,짜장면,짬뽕,파전,후라이드치킨,자장면
"['beef short ribs', ' garlic', ' green onion']","['shiitake mushrooms', ' soy sauce', ' mirim']","['hairtail fish(galchi)', ' radish', ' potato']","['eggs', ' kosher salt', ' onion']","['mackerel', ' kosher salt', ' vegetable oil']","['gim', ' cooked rice', ' beef skirt steak']","['kimchi', ' kimchi brine', ' pork shoulder(pork belly)']","['chicken', ' milk', ' soy sauce']","['chicken', ' soy sauce', ' garlic']","['rice cake', ' water', ' dried anchovies']","['egg', ' green onion', ' Korean ramyeon']","['ground pork', ' ground beef', ' asian chives(buchu)']","['dried miyeok', ' beef brisket or skirt steak', ' garlic']","['napa cabbage', ' kosher salt', ' water']","['napa cabbage', ' sugar', ' white vinegar']","['beef tenderloin', ' pear', ' onion']","['cooked rice', ' soy bean sprouts', ' spinach']",['pork belly'],"['cornish hen', ' short grain rice', ' ginseng roots']","['chicken', ' kosher salt', ' ground black pepper']","['beef brisket', ' shiitake mushrooms', ' onion']","['beef', ' shiitake mushrooms', ' garlic']","['pork belly', ' gochujang(Korean hot pepper paste)', ' soy sauce']","[""pig's trotter"", ' water', ' doenjang(Korean fermented soybean paste)']","['pork belly', ' gochujang(Korean hot pepper paste)', ' soy sauce']","['dried anchovies', ' dried kelp', ' water']","['soybean paste', ' flour', ' green onion']","['chicken', ' kosher salt', ' ground black pepper']","['jajangmyeon noodles', ' pork belly', ' Korean radish(daikon)']"
