Beef,Pork,Nuts,Egg,Dairy ,Seafood,Fish,Crustaceans,Fruit,Wheat ,Bean
"['brisket', 'beef']",['trotter'],['nut'],['eggs'],['milk'],"['kelp', 'miyeok', 'clams', 'saeujeot', 'squid', 'mussels']","['mackerel', 'hairtail', 'fish', 'anchovy', 'anchovies', 'galchi']","['mussels', 'clams', 'shrimp']","['pear', 'apple']",['flour'],"['mung', 'tofu', 'doenjang']"
